MSA Code,MSA Title,State FIPS Code,State Name,PUMA Code,PUMA Name,MSA 2010 Population,PUMA 2010 Population,Intersection 2010 Population,Percent MSA Population,Percent PUMA Population
10180,"Abilene, TX",48,Texas,02600,West Central Texas COG (Outside Taylor County) PUMA,"165,252","195,884","33,746",20.42,17.23
10180,"Abilene, TX",48,Texas,02700,West Central Texas COG--Taylor County--Abilene City PUMA,"165,252","131,506","131,506",79.58,100.00
10380,"Aguadilla-Isabela, PR",72,Puerto Rico,00101,"San Sebastián, Aguada, Moca, Añasco & Rincón Municipios--Carr 2-Carr 111 PUMA","339,441","168,959","168,959",49.78,100.00
10380,"Aguadilla-Isabela, PR",72,Puerto Rico,00102,"Aguadilla, Isabela & Quebradillas Municipios--Carr 2 (Noroeste) PUMA","339,441","132,499","106,580",31.40,80.44
10380,"Aguadilla-Isabela, PR",72,Puerto Rico,00302,"Hatillo, Camuy, Utuado & Lares Municipios--Carr 2-Carr 129 PUMA","339,441","141,014","63,902",18.83,45.32
10420,"Akron, OH",39,Ohio,01700,Portage County PUMA,"703,200","161,419","161,419",22.95,100.00
10420,"Akron, OH",39,Ohio,01801,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities PUMA","703,200","113,911","113,911",16.20,100.00
10420,"Akron, OH",39,Ohio,01802,"Summit County (East Central)--Cuyahoga Falls (Southeast), Stow & Tallmadge Cities PUMA","703,200","109,210","109,210",15.53,100.00
10420,"Akron, OH",39,Ohio,01803,Summit County (Central)--Akron City (East) PUMA,"703,200","105,482","105,482",15.00,100.00
10420,"Akron, OH",39,Ohio,01804,Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities PUMA,"703,200","108,807","108,807",15.47,100.00
10420,"Akron, OH",39,Ohio,01805,"Summit County (South)--Barberton, Green & New Franklin Cities PUMA","703,200","104,371","104,371",14.84,100.00
10500,"Albany, GA",13,Georgia,00800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA","157,308","111,897","21,679",13.78,19.37
10500,"Albany, GA",13,Georgia,00900,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties PUMA,"157,308","122,863","122,863",78.10,100.00
10500,"Albany, GA",13,Georgia,01100,Southwest Georgia Regional Commission (West & Central) PUMA,"157,308","121,673","12,766",8.12,10.49
10540,"Albany, OR",41,Oregon,00600,Linn & Benton Counties PUMA,"116,672","202,251","116,672",100.00,57.69
10580,"Albany-Schenectady-Troy, NY",36,New York,00403,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA","870,716","113,975","32,749",3.76,28.73
10580,"Albany-Schenectady-Troy, NY",36,New York,01700,Schenectady County--Schenectady City PUMA,"870,716","154,727","154,727",17.77,100.00
10580,"Albany-Schenectady-Troy, NY",36,New York,01801,Saratoga County (South & Central) PUMA,"870,716","105,628","105,628",12.13,100.00
10580,"Albany-Schenectady-Troy, NY",36,New York,01802,Saratoga County (Outer) PUMA,"870,716","113,979","113,979",13.09,100.00
10580,"Albany-Schenectady-Troy, NY",36,New York,01900,Rensselaer County--Troy City PUMA,"870,716","159,429","159,429",18.31,100.00
10580,"Albany-Schenectady-Troy, NY",36,New York,02001,Albany County (East Central)--Albany City PUMA,"870,716","106,401","106,401",12.22,100.00
10580,"Albany-Schenectady-Troy, NY",36,New York,02002,Albany County (Outside Albany City) PUMA,"870,716","197,803","197,803",22.72,100.00
10740,"Albuquerque, NM",35,New Mexico,00600,Sandoval County PUMA,"887,077","131,561","131,561",14.83,100.00
10740,"Albuquerque, NM",35,New Mexico,00700,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo PUMA","887,077","100,973","100,973",11.38,100.00
10740,"Albuquerque, NM",35,New Mexico,00801,Albuquerque City (Far Northeast Heights) PUMA,"887,077","100,976","100,976",11.38,100.00
10740,"Albuquerque, NM",35,New Mexico,00802,Albuquerque City (Near Northeast Heights) PUMA,"887,077","101,467","101,467",11.44,100.00
10740,"Albuquerque, NM",35,New Mexico,00803,Albuquerque City (Southeast Heights) PUMA,"887,077","104,009","104,009",11.72,100.00
10740,"Albuquerque, NM",35,New Mexico,00804,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,"887,077","103,267","103,267",11.64,100.00
10740,"Albuquerque, NM",35,New Mexico,00805,"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter PUMA","887,077","117,307","117,307",13.22,100.00
10740,"Albuquerque, NM",35,New Mexico,00806,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA,"887,077","111,134","111,134",12.53,100.00
10740,"Albuquerque, NM",35,New Mexico,00900,Southwest New Mexico PUMA,"887,077","109,465","16,383",1.85,14.97
10780,"Alexandria, LA",22,Louisiana,00600,Kisatchie Delta Regional Planning & Development District 1 PUMA,"153,922","125,814","22,309",14.49,17.73
10780,"Alexandria, LA",22,Louisiana,00700,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA,"153,922","183,947","131,613",85.51,71.55
10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,01700,Warren County PUMA,"821,173","108,692","108,692",13.24,100.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,02801,Carbon & Lehigh (North) Counties PUMA,"821,173","126,612","126,612",15.42,100.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,02802,Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough PUMA,"821,173","150,759","150,759",18.36,100.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,02803,Allentown City PUMA,"821,173","118,032","118,032",14.37,100.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,02901,Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities PUMA,"821,173","171,161","171,161",20.84,100.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,02902,Northampton County (North) PUMA,"821,173","145,917","145,917",17.77,100.00
11020,"Altoona, PA",42,Pennsylvania,02200,Blair & Huntingdon Counties--Altoona City PUMA,"127,089","173,002","127,089",100.00,73.46
11100,"Amarillo, TX",48,Texas,00100,Panhandle Regional Planning Commission (Outside Potter & Randall Counties) PUMA,"251,933","186,129","10,135",4.02,5.45
11100,"Amarillo, TX",48,Texas,00200,Panhandle Regional Planning Commission--Potter County--Amarillo City (North) PUMA,"251,933","121,073","121,073",48.06,100.00
11100,"Amarillo, TX",48,Texas,00300,Panhandle Regional Planning Commission--Randall County--Amarillo City (South) PUMA,"251,933","120,725","120,725",47.92,100.00
11180,"Ames, IA",19,Iowa,01300,Story & Boone Counties--Ames City PUMA,"89,542","115,848","89,542",100.00,77.29
11260,"Anchorage, AK",02,Alaska,00101,Anchorage Municipality (North) PUMA,"380,821","132,542","132,542",34.80,100.00
11260,"Anchorage, AK",02,Alaska,00102,Anchorage Municipality (South) PUMA,"380,821","159,284","159,284",41.83,100.00
11260,"Anchorage, AK",02,Alaska,00200,Matanuska-Susitna & Kenai Peninsula Boroughs PUMA,"380,821","144,395","88,995",23.37,61.63
11460,"Ann Arbor, MI",26,Michigan,02701,"Washtenaw County (West, Northeast & Southeast) PUMA","344,791","105,869","105,869",30.71,100.00
11460,"Ann Arbor, MI",26,Michigan,02702,Washtenaw County (East Central)--Ann Arbor City Area PUMA,"344,791","115,103","115,103",33.38,100.00
11460,"Ann Arbor, MI",26,Michigan,02703,"Washtenaw County (East Central, Outside Ann Arbor City) PUMA","344,791","123,819","123,819",35.91,100.00
11500,"Anniston-Oxford-Jacksonville, AL",01,Alabama,01100,Calhoun County PUMA,"118,572","118,572","118,572",100.00,100.00
11540,"Appleton, WI",55,Wisconsin,01401,Fond du Lac & Calumet Counties PUMA,"225,666","150,604","48,971",21.70,32.52
11540,"Appleton, WI",55,Wisconsin,01500,Outagamie County PUMA,"225,666","176,695","176,695",78.30,100.00
11640,"Arecibo, PR",72,Puerto Rico,00102,"Aguadilla, Isabela & Quebradillas Municipios--Carr 2 (Noroeste) PUMA","199,471","132,499","25,919",12.99,19.56
11640,"Arecibo, PR",72,Puerto Rico,00301,"Arecibo, Barceloneta & Florida Municipios--Carr 2 (Norte) PUMA","199,471","133,936","96,440",48.35,72.00
11640,"Arecibo, PR",72,Puerto Rico,00302,"Hatillo, Camuy, Utuado & Lares Municipios--Carr 2-Carr 129 PUMA","199,471","141,014","77,112",38.66,54.68
11700,"Asheville, NC",37,North Carolina,02201,Buncombe County (Southeast)--Asheville City PUMA,"424,858","120,234","120,234",28.30,100.00
11700,"Asheville, NC",37,North Carolina,02202,Buncombe County (Northwest) PUMA,"424,858","118,084","118,084",27.79,100.00
11700,"Asheville, NC",37,North Carolina,02300,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA","424,858","108,552","79,800",18.78,73.51
11700,"Asheville, NC",37,North Carolina,02500,Henderson & Transylvania Counties PUMA,"424,858","139,830","106,740",25.12,76.34
12020,"Athens-Clarke County, GA",13,Georgia,03600,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA,"192,541","116,714","116,714",60.62,100.00
12020,"Athens-Clarke County, GA",13,Georgia,03700,Northeast Georgia Regional Commission (East) PUMA,"192,541","111,987","75,827",39.38,67.71
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,01001,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City PUMA,"5,286,728","109,678","109,678",2.07,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,01002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City PUMA,"5,286,728","107,498","107,498",2.03,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,01003,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South) PUMA,"5,286,728","108,325","108,325",2.05,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,01004,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities PUMA,"5,286,728","114,386","114,386",2.16,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,01005,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City PUMA,"5,286,728","148,314","148,314",2.81,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,01006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) PUMA,"5,286,728","109,963","109,963",2.08,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,01007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast) PUMA,"5,286,728","123,918","123,918",2.34,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,01008,Atlanta Regional Commission (Central)--DeKalb County (South) PUMA,"5,286,728","116,891","116,891",2.21,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,01900,Three Rivers Regional Commission (East) PUMA,"5,286,728","151,067","123,914",2.34,82.03
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,02001,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan PUMA,"5,286,728","126,130","126,130",2.39,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,02002,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA,"5,286,728","129,332","129,332",2.45,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,02003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,"5,286,728","155,142","155,142",2.93,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,02004,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City PUMA,"5,286,728","137,880","137,880",2.61,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,02100,Three Rivers Regional Commission (North Central)--Coweta County PUMA,"5,286,728","127,317","127,317",2.41,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,02200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA","5,286,728","100,870","33,826",0.64,33.53
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,02300,Three Rivers Regional Commission (Northwest)--Carroll County PUMA,"5,286,728","110,527","110,527",2.09,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,02400,Atlanta Regional Commission (South Central)--Fayette County PUMA,"5,286,728","106,567","106,567",2.02,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,02500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA","5,286,728","166,572","28,780",0.54,17.28
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,02800,Northwest Georgia Regional Commission (Northeast) PUMA,"5,286,728","176,219","29,431",0.56,16.70
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,02900,Northwest Georgia Regional Commission (East Central)--Bartow County PUMA,"5,286,728","100,157","100,157",1.89,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,03001,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City PUMA,"5,286,728","140,042","140,042",2.65,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,03002,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities PUMA,"5,286,728","124,405","124,405",2.35,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,03003,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City PUMA,"5,286,728","123,322","123,322",2.33,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,03004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA,"5,286,728","154,587","154,587",2.92,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,03005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,"5,286,728","145,722","145,722",2.76,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,03101,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities PUMA,"5,286,728","102,871","102,871",1.95,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,03102,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities) PUMA,"5,286,728","111,475","111,475",2.11,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,03200,Georgia Mountains Regional Commission (North & Northwest) PUMA,"5,286,728","127,543","22,330",0.42,17.51
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,03300,Georgia Mountains Regional Commission (Southwest)--Forsyth County PUMA,"5,286,728","175,511","175,511",3.32,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,03800,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA,"5,286,728","129,852","69,367",1.31,53.42
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,03900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA","5,286,728","115,536","115,536",2.19,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,04001,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA,"5,286,728","135,979","135,979",2.57,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,04002,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA,"5,286,728","108,241","108,241",2.05,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,04003,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA,"5,286,728","144,475","144,475",2.73,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,04004,Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA,"5,286,728","103,912","103,912",1.97,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,04005,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA,"5,286,728","118,448","118,448",2.24,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,04006,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA,"5,286,728","194,266","194,266",3.67,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,04300,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties PUMA,"5,286,728","185,173","185,173",3.50,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,04400,Atlanta Regional Commission (Southwest)--Douglas County PUMA,"5,286,728","132,403","132,403",2.50,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,04500,Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA,"5,286,728","142,324","142,324",2.69,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,04600,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central) PUMA,"5,286,728","125,017","125,017",2.36,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,05001,Atlanta Regional Commission (South Central)--Clayton County (South) PUMA,"5,286,728","109,951","109,951",2.08,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,05002,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City PUMA,"5,286,728","149,473","149,473",2.83,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,06001,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA,"5,286,728","100,451","100,451",1.90,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,06002,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA,"5,286,728","103,471","103,471",1.96,100.00
12100,"Atlantic City-Hammonton, NJ",34,New Jersey,00101,Atlantic County (East)--Atlantic City & Ventnor City PUMA,"274,549","112,887","112,887",41.12,100.00
12100,"Atlantic City-Hammonton, NJ",34,New Jersey,00102,Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town PUMA,"274,549","150,867","150,867",54.95,100.00
12100,"Atlantic City-Hammonton, NJ",34,New Jersey,02600,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City PUMA,"274,549","108,060","10,795",3.93,9.99
12220,"Auburn-Opelika, AL",01,Alabama,01900,Lee County--Auburn City PUMA,"140,247","140,247","140,247",100.00,100.00
12260,"Augusta-Richmond County, GA-SC",13,Georgia,04000,Central Savannah River Area Regional Commission (East Central)--Richmond County PUMA,"564,873","200,549","200,549",35.50,100.00
12260,"Augusta-Richmond County, GA-SC",13,Georgia,04100,Central Savannah River Area Regional Commission (East Central)--Columbia County PUMA,"564,873","124,053","124,053",21.96,100.00
12260,"Augusta-Richmond County, GA-SC",13,Georgia,04200,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA,"564,873","130,299","53,187",9.42,40.82
12260,"Augusta-Richmond County, GA-SC",45,South Carolina,01500,Aiken & Edgefield Counties--Aiken & North Augusta Cities PUMA,"564,873","187,084","187,084",33.12,100.00
12420,"Austin-Round Rock, TX",48,Texas,05100,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA","1,716,289","153,403","112,237",6.54,73.16
12420,"Austin-Round Rock, TX",48,Texas,05201,Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities PUMA,"1,716,289","113,009","113,009",6.58,100.00
12420,"Austin-Round Rock, TX",48,Texas,05202,Capital Area COG--Williamson County (Southeast)--Round Rock City PUMA,"1,716,289","102,265","102,265",5.96,100.00
12420,"Austin-Round Rock, TX",48,Texas,05203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA","1,716,289","100,112","100,112",5.83,100.00
12420,"Austin-Round Rock, TX",48,Texas,05204,Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities PUMA,"1,716,289","107,293","107,293",6.25,100.00
12420,"Austin-Round Rock, TX",48,Texas,05301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA","1,716,289","107,720","107,720",6.28,100.00
12420,"Austin-Round Rock, TX",48,Texas,05302,Austin City (North) PUMA,"1,716,289","102,799","102,799",5.99,100.00
12420,"Austin-Round Rock, TX",48,Texas,05303,Austin City (Northeast) PUMA,"1,716,289","124,982","124,982",7.28,100.00
12420,"Austin-Round Rock, TX",48,Texas,05304,Austin City (Southeast) PUMA,"1,716,289","120,905","120,905",7.04,100.00
12420,"Austin-Round Rock, TX",48,Texas,05305,Austin City (Northwest) PUMA,"1,716,289","106,096","106,096",6.18,100.00
12420,"Austin-Round Rock, TX",48,Texas,05306,Austin City (Central) PUMA,"1,716,289","133,459","133,459",7.78,100.00
12420,"Austin-Round Rock, TX",48,Texas,05307,Austin City (South) PUMA,"1,716,289","109,837","109,837",6.40,100.00
12420,"Austin-Round Rock, TX",48,Texas,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA","1,716,289","112,897","112,897",6.58,100.00
12420,"Austin-Round Rock, TX",48,Texas,05309,"Travis County (West, South & Outside Austin City) PUMA","1,716,289","105,571","105,571",6.15,100.00
12420,"Austin-Round Rock, TX",48,Texas,05400,Capital Area COG (Southwest)--Hays County PUMA,"1,716,289","157,107","157,107",9.15,100.00
12540,"Bakersfield, CA",06,California,02901,"Kern County (West)--Delano, Wasco & Shafter Cities PUMA","839,631","189,962","189,962",22.62,100.00
12540,"Bakersfield, CA",06,California,02902,Kern County (Central)--Bakersfield City (West) PUMA,"839,631","200,370","200,370",23.86,100.00
12540,"Bakersfield, CA",06,California,02903,Kern County (Central)--Bakersfield City (Northeast) PUMA,"839,631","155,144","155,144",18.48,100.00
12540,"Bakersfield, CA",06,California,02904,Kern County (Central)--Bakersfield City (Southeast) PUMA,"839,631","107,850","107,850",12.84,100.00
12540,"Bakersfield, CA",06,California,02905,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA","839,631","186,305","186,305",22.19,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00400,Carroll County PUMA,"2,710,489","167,134","167,134",6.17,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00501,Baltimore County (Outer) PUMA,"2,710,489","118,622","118,622",4.38,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00502,"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown PUMA","2,710,489","123,997","123,997",4.57,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel PUMA","2,710,489","112,693","112,693",4.16,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00504,"Baltimore County--Towson (East & Central), Parkville & Carney PUMA","2,710,489","116,249","116,249",4.29,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00505,"Baltimore County--Perry Hall, Middle River & Rosedale PUMA","2,710,489","109,793","109,793",4.05,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00506,"Baltimore County--Dundalk, Essex & Edgemere PUMA","2,710,489","112,670","112,670",4.16,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00507,"Baltimore County--Catonsville, Woodlawn & Arbutus PUMA","2,710,489","111,005","111,005",4.10,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville PUMA","2,710,489","134,113","134,113",4.95,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00602,Harford County (South & East)--Aberdeen & Havre de Grace Cities PUMA,"2,710,489","110,713","110,713",4.08,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00801,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington PUMA","2,710,489","139,733","139,733",5.16,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00802,"Baltimore City--Guilford, Roland Park & Druid Lake PUMA","2,710,489","111,436","111,436",4.11,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00803,"Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA","2,710,489","120,466","120,466",4.44,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA","2,710,489","130,707","130,707",4.82,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00805,"Baltimore City--Irvington, Ten Hills & Cherry Hill PUMA","2,710,489","118,619","118,619",4.38,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00901,Howard County (West)--Columbia (West) & Ellicott City (Northwest) PUMA,"2,710,489","127,318","127,318",4.70,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,00902,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge PUMA","2,710,489","159,767","159,767",5.89,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,01201,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade PUMA","2,710,489","155,071","155,071",5.72,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,01202,"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park PUMA","2,710,489","109,810","109,810",4.05,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,01203,"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore PUMA","2,710,489","135,138","135,138",4.99,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,01204,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater PUMA","2,710,489","137,637","137,637",5.08,100.00
12580,"Baltimore-Columbia-Towson, MD",24,Maryland,01300,"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties PUMA","2,710,489","171,461","47,798",1.76,27.88
12620,"Bangor, ME",23,Maine,00300,Penobscot County PUMA,"153,923","153,923","153,923",100.00,100.00
12700,"Barnstable Town, MA",25,Massachusetts,04700,Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City PUMA,"215,888","131,159","131,159",60.75,100.00
12700,"Barnstable Town, MA",25,Massachusetts,04800,"Barnstable (East), Dukes & Nantucket Counties--Outer Cape Cod Towns PUMA","215,888","111,436","84,729",39.25,76.03
12940,"Baton Rouge, LA",22,Louisiana,01400,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West) PUMA,"802,484","115,869","115,869",14.44,100.00
12940,"Baton Rouge, LA",22,Louisiana,01500,Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA,"802,484","125,781","125,781",15.67,100.00
12940,"Baton Rouge, LA",22,Louisiana,01501,Capital Region Planning Commission 3--Baton Rouge City PUMA,"802,484","180,733","180,733",22.52,100.00
12940,"Baton Rouge, LA",22,Louisiana,01502,Capital Region Planning Commission 4--East Baton Rouge Parish (North) PUMA,"802,484","133,657","133,657",16.66,100.00
12940,"Baton Rouge, LA",22,Louisiana,01600,Capital Region Planning Commission 5--Ascension Parish PUMA,"802,484","107,215","107,215",13.36,100.00
12940,"Baton Rouge, LA",22,Louisiana,01700,Capital Region Planning Commission 6--Livingston & St. Helena Parishes PUMA,"802,484","139,229","139,229",17.35,100.00
12980,"Battle Creek, MI",26,Michigan,02000,Calhoun & Barry Counties PUMA,"136,146","195,319","136,146",100.00,69.70
13020,"Bay City, MI",26,Michigan,01400,Bay & Midland Counties PUMA,"107,771","191,400","107,771",100.00,56.31
13140,"Beaumont-Port Arthur, TX",48,Texas,04100,Deep East Texas COG (East) PUMA,"403,190","117,068","14,445",3.58,12.34
13140,"Beaumont-Port Arthur, TX",48,Texas,04200,Orange & Hardin Counties PUMA,"403,190","136,472","136,472",33.85,100.00
